101,0,2019-06-20 11:24:57,201.35,2.31,9.31,909.32,29.67,33.712490,73.128585
102,0,2019-06-20 11:24:57,201.35,2.31,9.31,909.32,29.67,33.712490,73.128585
103,0,2019-06-20 11:27:50,126.68,2.35,10.10,1022.98,29.48,33.712490,73.128585
104,0,2019-06-20 11:27:50,126.68,2.35,10.10,1022.98,29.48,33.712490,73.128585
105,0,2019-06-20 11:28:56,107.67,2.42,9.05,795.65,29.67,33.712490,73.128585
106,0,2019-06-20 11:28:56,107.67,2.42,9.05,795.65,29.67,33.712490,73.128585
107,0,2019-06-20 11:29:44,238.68,2.35,9.24,833.54,29.67,33.712490,73.128585
108,0,2019-06-20 11:29:44,238.68,2.35,9.24,833.54,29.67,33.712490,73.128585
109,0,2019-06-20 11:30:25,204.74,1.74,9.39,1136.65,29.48,33.712490,73.128585
110,0,2019-06-20 11:30:25,204.74,1.74,9.39,1136.65,29.48,33.712490,73.128585
111,0,2019-06-23 08:50:37,33.00,6.91,7.67,1818.64,29.48,33.712490,73.128585
112,0,2019-06-23 08:50:37,33.00,6.91,7.67,1818.64,29.48,33.712490,73.128585
113,0,2019-06-23 08:51:30,34.35,6.64,8.62,1970.19,29.48,33.712490,73.128585
114,0,2019-06-23 08:51:30,34.35,6.64,8.62,1970.19,29.48,33.712490,73.128585
115,0,2019-06-23 08:52:25,45.89,5.58,9.62,2765.84,29.39,33.712490,73.128585
116,0,2019-06-23 08:52:25,45.89,5.58,9.62,2765.84,29.39,33.712490,73.128585
117,0,2019-06-23 08:53:04,48.61,6.34,9.36,2121.74,29.48,33.712490,73.128585
118,0,2019-06-23 08:53:04,48.61,6.34,9.36,2121.74,29.48,33.712490,73.128585
119,0,2019-06-23 08:54:02,52.00,6.64,9.31,2159.63,29.48,33.712490,73.128585
120,0,2019-06-23 08:54:02,52.00,6.64,9.31,2159.63,29.48,33.712490,73.128585
121,0,2019-06-23 08:54:54,40.46,6.61,9.50,2159.63,29.39,33.712490,73.128585
122,0,2019-06-23 08:54:54,40.46,6.61,9.50,2159.63,29.39,33.712490,73.128585
123,0,2019-06-23 08:57:49,31.64,6.64,9.62,2121.74,29.48,33.712490,73.128585
124,0,2019-06-23 08:57:49,31.64,6.64,9.62,2121.74,29.48,33.712490,73.128585
