101,20/06/2019 11:24,201.35,2.31,9.31,909.32,29.67
102,20/06/2019 11:24,201.35,2.31,9.31,909.32,29.67
103,20/06/2019 11:27,126.68,2.35,10.1,1022.98,29.48
104,20/06/2019 11:27,126.68,2.35,10.1,1022.98,29.48
105,20/06/2019 11:28,107.67,2.42,9.05,795.65,29.67
106,20/06/2019 11:28,107.67,2.42,9.05,795.65,29.67
107,20/06/2019 11:29,238.68,2.35,9.24,833.54,29.67
108,20/06/2019 11:29,238.68,2.35,9.24,833.54,29.67
109,20/06/2019 11:30,204.74,1.74,9.39,1136.65,29.48
110,20/06/2019 11:30,204.74,1.74,9.39,1136.65,29.48
111,23/06/2019 08:50,33,6.91,7.67,1818.64,29.48
112,23/06/2019 08:50,33,6.91,7.67,1818.64,29.48
113,23/06/2019 08:51,34.35,6.64,8.62,1970.19,29.48
114,23/06/2019 08:51,34.35,6.64,8.62,1970.19,29.48
115,23/06/2019 08:52,45.89,5.58,9.62,2765.84,29.39
116,23/06/2019 08:52,45.89,5.58,9.62,2765.84,29.39
117,23/06/2019 08:53,48.61,6.34,9.36,2121.74,29.48
118,23/06/2019 08:53,48.61,6.34,9.36,2121.74,29.48
119,23/06/2019 08:54,52,6.64,9.31,2159.63,29.48
120,23/06/2019 08:54,52,6.64,9.31,2159.63,29.48
121,23/06/2019 08:54,40.46,6.61,9.5,2159.63,29.39
122,23/06/2019 08:54,40.46,6.61,9.5,2159.63,29.39
123,23/06/2019 08:57,31.64,6.64,9.62,2121.74,29.48
124,23/06/2019 08:57,31.64,6.64,9.62,2121.74,29.48
125,23/06/2019 09:36,68.3,6.91,9.34,2121.74,29.29
126,23/06/2019 09:36,68.3,6.91,9.34,2121.74,29.29
127,23/06/2019 11:45,54.04,7.63,2.04,1515.53,30.7
128,23/06/2019 11:45,54.04,7.63,2.04,1515.53,30.7
129,23/06/2019 11:46,60.83,7.06,2.11,1439.75,30.89
130,23/06/2019 11:46,60.83,7.06,2.11,1439.75,30.89
131,23/06/2019 11:46,35.03,7.37,1.99,1326.09,30.79
132,23/06/2019 11:46,35.03,7.37,1.99,1326.09,30.79
133,23/06/2019 11:47,56.76,7.44,1.95,1363.98,30.89
134,23/06/2019 11:47,56.76,7.44,1.95,1363.98,30.89
135,23/06/2019 11:49,38.43,7.14,2.04,1515.53,30.98
136,23/06/2019 11:49,38.43,7.14,2.04,1515.53,30.98
137,23/06/2019 12:55,38.43,7.56,2.49,1098.76,30.79
138,23/06/2019 12:55,38.43,7.56,2.49,1098.76,30.79
139,23/06/2019 13:24,29.6,7.18,2.76,1363.98,32.11
140,23/06/2019 13:24,29.6,7.18,2.76,1363.98,32.11
141,23/06/2019 13:25,52,6.8,2.95,1704.97,31.26
142,23/06/2019 13:25,52,6.8,2.95,1704.97,31.26
143,23/06/2019 13:27,47.93,7.21,2.73,1363.98,31.17
144,23/06/2019 13:27,47.93,7.21,2.73,1363.98,31.17
145,23/06/2019 13:28,44.54,7.25,2.73,1401.87,31.17
146,23/06/2019 13:28,44.54,7.25,2.73,1401.87,31.17
147,23/06/2019 13:29,54.04,6.95,2.83,1629.2,31.92
148,23/06/2019 13:29,54.04,6.95,2.83,1629.2,31.92
149,23/06/2019 13:31,48.61,7.25,2.76,1401.87,30.98
150,23/06/2019 13:31,48.61,7.25,2.76,1401.87,30.98
151,23/06/2019 13:32,37.75,7.21,2.76,1401.87,31.07
152,23/06/2019 13:32,37.75,7.21,2.76,1401.87,31.07
153,23/06/2019 13:33,53.36,7.21,2.8,1401.87,30.98
154,23/06/2019 13:33,53.36,7.21,2.8,1401.87,30.98
155,23/06/2019 13:36,50.65,7.21,2.8,1326.09,31.07
156,23/06/2019 13:36,50.65,7.21,2.8,1326.09,31.07
157,23/06/2019 13:40,49.97,6.99,2.9,1477.64,31.92
158,23/06/2019 13:40,49.97,6.99,2.9,1477.64,31.92
159,23/06/2019 13:44,43.86,7.25,2.8,1326.09,31.07
160,23/06/2019 13:44,43.86,7.25,2.8,1326.09,31.07
165,24/09/2019 15:37,614.08,3.26,17.04,31333.59,30.14
166,24/09/2019 15:37,614.08,3.26,17.04,31333.59,30.14
193,13/10/2019 16:12,45.22,1.93,1.46,1780.75,24.84
194,13/10/2019 16:12,45.22,1.93,1.46,1780.75,24.84
195,13/10/2019 16:12,58.11,1.97,1.46,1591.31,24.93
196,13/10/2019 16:12,58.11,1.97,1.46,1591.31,24.93
197,13/10/2019 16:13,53.36,1.74,1.46,1704.97,24.84
198,13/10/2019 16:13,53.36,1.74,1.46,1704.97,24.84
199,13/10/2019 16:13,41.82,1.7,1.46,1742.86,24.84
200,13/10/2019 16:13,41.82,1.7,1.46,1742.86,24.84
201,13/10/2019 16:13,41.14,1.89,1.46,1553.42,24.84
202,13/10/2019 16:13,41.14,1.89,1.46,1553.42,24.84
203,13/10/2019 16:13,42.5,1.89,1.46,1629.2,24.84
204,13/10/2019 16:13,42.5,1.89,1.46,1629.2,24.84
205,13/10/2019 16:13,58.11,1.93,1.46,1667.08,24.84
206,13/10/2019 16:13,58.11,1.93,1.46,1667.08,24.84
207,13/10/2019 16:13,49.29,1.93,1.46,1704.97,24.84
208,13/10/2019 16:13,49.29,1.93,1.46,1704.97,24.84
209,13/10/2019 16:13,62.87,1.66,1.46,1856.52,24.84
210,13/10/2019 16:13,62.87,1.66,1.46,1856.52,24.84
211,13/10/2019 16:13,57.43,1.62,1.46,1704.97,24.74
212,13/10/2019 16:13,57.43,1.62,1.46,1704.97,24.74
213,13/10/2019 16:13,45.89,1.89,1.46,1704.97,24.74
214,13/10/2019 16:13,45.89,1.89,1.46,1704.97,24.74
215,13/10/2019 16:13,52,1.74,1.46,1629.2,24.74
216,13/10/2019 16:13,52,1.74,1.46,1629.2,24.74
217,13/10/2019 16:24,45.89,2.35,1.46,1780.75,25.67
218,13/10/2019 16:24,45.89,2.35,1.46,1780.75,25.67
219,13/10/2019 16:24,45.89,2.31,1.46,1742.86,25.58
220,13/10/2019 16:24,45.89,2.31,1.46,1742.86,25.58
227,13/10/2019 16:37,32.32,1.62,1.46,1022.98,25.58
228,13/10/2019 16:37,32.32,1.62,1.46,1022.98,25.58
229,13/10/2019 16:37,40.46,2.16,1.46,1439.75,25.49
230,13/10/2019 16:37,40.46,2.16,1.46,1439.75,25.49
231,13/10/2019 16:38,45.89,2.04,1.46,1629.2,25.49
232,13/10/2019 16:38,45.89,2.04,1.46,1629.2,25.49
233,13/10/2019 16:38,41.82,2.12,1.46,1553.42,25.49
234,13/10/2019 16:38,41.82,2.12,1.46,1553.42,25.49
235,13/10/2019 16:38,35.03,1.93,1.46,1477.64,25.58
236,13/10/2019 16:38,35.03,1.93,1.46,1477.64,25.58
237,13/10/2019 16:38,37.75,2,1.46,1098.76,25.49
238,13/10/2019 16:38,37.75,2,1.46,1098.76,25.49
239,13/10/2019 16:38,29.6,2.12,1.46,1288.2,25.49
240,13/10/2019 16:38,29.6,2.12,1.46,1288.2,25.49
241,13/10/2019 16:38,39.78,1.93,1.46,1553.42,25.49
242,13/10/2019 16:38,39.78,1.93,1.46,1553.42,25.49
243,13/10/2019 16:39,30.96,2.16,1.46,1288.2,25.49
244,13/10/2019 16:39,30.96,2.16,1.46,1288.2,25.49
245,13/10/2019 16:39,52,2,1.46,1477.64,25.49
246,13/10/2019 16:39,52,2,1.46,1477.64,25.49
247,13/10/2019 16:39,34.35,1.97,1.46,1477.64,25.49
248,13/10/2019 16:39,34.35,1.97,1.46,1477.64,25.49
249,13/10/2019 16:39,37.75,2.08,1.46,1515.53,25.49
250,13/10/2019 16:39,37.75,2.08,1.46,1515.53,25.49
251,13/10/2019 16:39,53.36,1.78,1.46,1439.75,25.49
252,13/10/2019 16:39,53.36,1.78,1.46,1439.75,25.49
253,13/10/2019 16:39,34.35,2,1.46,1098.76,25.49
254,13/10/2019 16:39,34.35,2,1.46,1098.76,25.49
255,13/10/2019 16:40,47.25,2.23,1.46,1250.31,25.58
256,13/10/2019 16:40,47.25,2.23,1.46,1250.31,25.58
327,16/10/2019 08:01,51.33,2.99,1.46,1591.31,24.37
328,16/10/2019 08:01,51.33,2.99,1.46,1591.31,24.37
329,16/10/2019 08:01,51.33,3.18,1.46,1477.64,24.37
330,16/10/2019 08:01,51.33,3.18,1.46,1477.64,24.37
331,16/10/2019 08:01,63.54,3.11,1.46,1856.52,24.37
332,16/10/2019 08:01,63.54,3.11,1.46,1856.52,24.37
333,16/10/2019 08:01,43.18,3.11,1.46,1439.75,24.37
334,16/10/2019 08:01,43.18,3.11,1.46,1439.75,24.37
335,16/10/2019 08:02,47.25,3.11,1.46,1667.08,24.37
336,16/10/2019 08:02,47.25,3.11,1.46,1667.08,24.37
337,16/10/2019 08:02,52,3.11,1.46,1477.64,24.37
338,16/10/2019 08:02,52,3.11,1.46,1477.64,24.37
339,16/10/2019 08:02,59.47,3.07,1.46,1477.64,24.37
340,16/10/2019 08:02,59.47,3.07,1.46,1477.64,24.37
341,16/10/2019 08:02,56.08,3.03,1.46,1439.75,24.37
342,16/10/2019 08:02,56.08,3.03,1.46,1439.75,24.37
343,16/10/2019 08:02,43.18,2.96,1.46,1439.75,24.37
344,16/10/2019 08:02,43.18,2.96,1.46,1439.75,24.37
345,16/10/2019 08:03,60.83,3.07,1.46,1553.42,24.47
346,16/10/2019 08:03,60.83,3.07,1.46,1553.42,24.47
347,16/10/2019 08:03,47.93,2.96,1.46,1591.31,24.47
348,16/10/2019 08:03,47.93,2.96,1.46,1591.31,24.47
349,16/10/2019 08:03,54.72,2.88,1.46,1363.98,24.37
350,16/10/2019 08:03,54.72,2.88,1.46,1363.98,24.37
351,16/10/2019 08:04,46.57,2.96,1.46,1553.42,24.47
352,16/10/2019 08:04,46.57,2.96,1.46,1553.42,24.47
353,16/10/2019 08:04,45.22,2.92,1.46,1515.53,24.37
354,16/10/2019 08:04,45.22,2.92,1.46,1515.53,24.37
355,16/10/2019 08:04,46.57,2.92,1.46,1515.53,24.47
356,16/10/2019 08:04,46.57,2.92,1.46,1515.53,24.47
357,16/10/2019 08:04,60.83,2.99,1.46,1591.31,24.37
358,16/10/2019 08:04,60.83,2.99,1.46,1591.31,24.37
359,16/10/2019 08:04,61.51,2.96,1.46,1591.31,24.37
360,16/10/2019 08:04,61.51,2.96,1.46,1591.31,24.37
361,16/10/2019 08:04,51.33,3.22,1.46,1591.31,24.37
362,16/10/2019 08:04,51.33,3.22,1.46,1591.31,24.37
363,16/10/2019 08:05,59.47,3.07,1.46,1477.64,24.37
364,16/10/2019 08:05,59.47,3.07,1.46,1477.64,24.37
365,16/10/2019 08:05,52.68,2.96,1.46,1629.2,24.37
366,16/10/2019 08:05,52.68,2.96,1.46,1629.2,24.37
367,16/10/2019 08:05,61.51,2.99,1.46,1553.42,24.37
368,16/10/2019 08:05,61.51,2.99,1.46,1553.42,24.37
369,16/10/2019 08:05,44.54,3.11,1.46,1515.53,24.37
370,16/10/2019 08:05,44.54,3.11,1.46,1515.53,24.37
371,16/10/2019 08:05,58.79,2.88,1.46,1401.87,24.37
372,16/10/2019 08:05,58.79,2.88,1.46,1401.87,24.37
373,16/10/2019 08:05,44.54,2.88,1.46,1401.87,24.37
374,16/10/2019 08:05,44.54,2.88,1.46,1401.87,24.37
375,16/10/2019 08:06,60.83,3.03,1.46,1553.42,24.37
376,16/10/2019 08:06,60.83,3.03,1.46,1553.42,24.37
377,16/10/2019 08:06,64.9,2.92,1.46,1629.2,24.37
378,16/10/2019 08:06,64.9,2.92,1.46,1629.2,24.37
379,16/10/2019 08:06,58.79,2.92,1.46,1401.87,24.37
380,16/10/2019 08:06,58.79,2.92,1.46,1401.87,24.37
381,16/10/2019 08:06,45.89,2.92,1.46,1439.75,24.37
382,16/10/2019 08:06,45.89,2.92,1.46,1439.75,24.37
383,16/10/2019 08:06,43.86,2.88,1.46,1439.75,24.37
384,16/10/2019 08:06,43.86,2.88,1.46,1439.75,24.37
385,16/10/2019 08:06,52,2.99,1.46,1439.75,24.37
386,16/10/2019 08:06,52,2.99,1.46,1439.75,24.37
387,16/10/2019 08:07,62.87,2.96,1.46,1629.2,24.37
388,16/10/2019 08:07,62.87,2.96,1.46,1629.2,24.37
389,16/10/2019 08:07,60.15,3.03,1.46,1515.53,24.37
