ID,Date,Turbidity,pH,Dissolved Oxygen,Conductivity,Temperature,WQI,WQI Class
1821,16/10/2019 10:23,54.72,3.07,1.46,1553.42,26.04,18,Class 6 - Very Polluted Water
1822,16/10/2019 10:23,54.72,3.07,1.46,1553.42,26.04,18,Class 6 - Very Polluted Water
1823,16/10/2019 10:23,45.89,3.03,1.46,1553.42,26.04,20,Class 6 - Very Polluted Water
1824,16/10/2019 10:23,45.89,3.03,1.46,1553.42,26.04,20,Class 6 - Very Polluted Water
1825,16/10/2019 10:23,73.73,2.69,1.46,2424.85,25.95,11,Class 6 - Very Polluted Water
1826,16/10/2019 10:23,73.73,2.69,1.46,2424.85,25.95,15,Class 6 - Very Polluted Water
1827,16/10/2019 10:23,60.15,2.96,1.46,2652.18,25.86,12,Class 6 - Very Polluted Water
1828,16/10/2019 10:23,60.15,2.96,1.46,2652.18,25.86,17,Class 6 - Very Polluted Water
1829,16/10/2019 10:23,60.83,2.99,1.46,2690.07,25.86,17,Class 6 - Very Polluted Water
1830,16/10/2019 10:23,60.83,2.99,1.46,2690.07,25.86,17,Class 6 - Very Polluted Water
1831,16/10/2019 10:24,73.05,2.96,1.46,2576.4,25.95,11,Class 6 - Very Polluted Water
1832,16/10/2019 10:24,73.05,2.96,1.46,2576.4,25.95,16,Class 6 - Very Polluted Water
1833,16/10/2019 10:24,72.37,2.84,1.46,2538.51,25.95,16,Class 6 - Very Polluted Water
1834,16/10/2019 10:24,72.37,2.84,1.46,2538.51,25.95,16,Class 6 - Very Polluted Water
1835,16/10/2019 10:24,72.37,2.92,1.46,2386.96,25.95,16,Class 6 - Very Polluted Water
1836,16/10/2019 10:24,72.37,2.92,1.46,2386.96,25.95,16,Class 6 - Very Polluted Water
1837,16/10/2019 10:24,57.43,2.96,1.46,2349.07,25.95,18,Class 6 - Very Polluted Water
1838,16/10/2019 10:24,57.43,2.96,1.46,2349.07,25.95,18,Class 6 - Very Polluted Water
1839,16/10/2019 10:24,70.33,2.99,1.46,2424.85,25.95,16,Class 6 - Very Polluted Water
1840,16/10/2019 10:24,70.33,2.99,1.46,2424.85,25.95,16,Class 6 - Very Polluted Water
1841,16/10/2019 10:24,56.08,2.88,1.46,2121.74,26.04,13,Class 6 - Very Polluted Water
1842,16/10/2019 10:24,56.08,2.88,1.46,2121.74,26.04,18,Class 6 - Very Polluted Water
1843,16/10/2019 10:25,58.79,3.03,1.46,2538.51,25.95,13,Class 6 - Very Polluted Water
1844,16/10/2019 10:25,58.79,3.03,1.46,2538.51,25.95,18,Class 6 - Very Polluted Water
1845,16/10/2019 10:25,60.15,2.88,1.46,2462.74,25.95,17,Class 6 - Very Polluted Water
1846,16/10/2019 10:25,60.15,2.88,1.46,2462.74,25.95,17,Class 6 - Very Polluted Water
1847,16/10/2019 10:25,52,2.88,1.46,2159.63,25.95,19,Class 6 - Very Polluted Water
1848,16/10/2019 10:25,52,2.88,1.46,2159.63,25.95,19,Class 6 - Very Polluted Water
1849,16/10/2019 10:25,58.79,2.96,1.46,2462.74,26.04,13,Class 6 - Very Polluted Water
1850,16/10/2019 10:25,58.79,2.96,1.46,2462.74,26.04,18,Class 6 - Very Polluted Water
1851,16/10/2019 10:25,66.94,2.99,1.46,2538.51,26.04,16,Class 6 - Very Polluted Water
1852,16/10/2019 10:25,66.94,2.99,1.46,2538.51,26.04,16,Class 6 - Very Polluted Water
1853,16/10/2019 10:25,60.83,2.84,1.46,2386.96,26.04,17,Class 6 - Very Polluted Water
1854,16/10/2019 10:25,60.83,2.84,1.46,2386.96,26.04,17,Class 6 - Very Polluted Water
1855,16/10/2019 10:26,60.83,3.03,1.46,2538.51,26.04,17,Class 6 - Very Polluted Water
1856,16/10/2019 10:26,60.83,3.03,1.46,2538.51,26.04,17,Class 6 - Very Polluted Water
1857,16/10/2019 10:26,61.51,2.84,1.46,2311.18,26.04,17,Class 6 - Very Polluted Water
1858,16/10/2019 10:26,61.51,2.84,1.46,2311.18,26.04,17,Class 6 - Very Polluted Water
1859,16/10/2019 10:26,61.51,2.88,1.46,2235.41,26.04,17,Class 6 - Very Polluted Water
1860,16/10/2019 10:26,61.51,2.88,1.46,2235.41,26.04,17,Class 6 - Very Polluted Water
1861,16/10/2019 10:26,66.94,3.03,1.46,2273.3,26.04,16,Class 6 - Very Polluted Water
1862,16/10/2019 10:26,66.94,3.03,1.46,2273.3,26.04,16,Class 6 - Very Polluted Water
1863,16/10/2019 10:26,58.11,2.84,1.46,2311.18,26.04,18,Class 6 - Very Polluted Water
1864,16/10/2019 10:26,58.11,2.84,1.46,2311.18,26.04,18,Class 6 - Very Polluted Water
1865,16/10/2019 10:26,54.04,2.73,1.46,2197.52,26.04,18,Class 6 - Very Polluted Water
1866,16/10/2019 10:26,54.04,2.73,1.46,2197.52,26.04,18,Class 6 - Very Polluted Water
1867,16/10/2019 10:27,56.76,3.03,1.46,2311.18,26.04,18,Class 6 - Very Polluted Water
1868,16/10/2019 10:27,56.76,3.03,1.46,2311.18,26.04,18,Class 6 - Very Polluted Water
1869,16/10/2019 10:27,66.94,2.8,1.46,2386.96,26.04,16,Class 6 - Very Polluted Water
1870,16/10/2019 10:27,66.94,2.8,1.46,2386.96,26.04,16,Class 6 - Very Polluted Water
1871,16/10/2019 10:27,57.43,2.84,1.46,2500.63,26.04,18,Class 6 - Very Polluted Water
1872,16/10/2019 10:27,57.43,2.84,1.46,2500.63,26.04,18,Class 6 - Very Polluted Water
1873,16/10/2019 10:27,55.4,2.96,1.46,2311.18,26.14,13,Class 6 - Very Polluted Water
1874,16/10/2019 10:27,55.4,2.96,1.46,2311.18,26.14,18,Class 6 - Very Polluted Water
1875,16/10/2019 10:27,56.08,2.84,1.46,2424.85,26.04,13,Class 6 - Very Polluted Water
1876,16/10/2019 10:27,56.08,2.84,1.46,2424.85,26.04,18,Class 6 - Very Polluted Water
1877,16/10/2019 10:27,71.69,2.99,1.46,2462.74,26.14,11,Class 6 - Very Polluted Water
1878,16/10/2019 10:27,71.69,2.99,1.46,2462.74,26.14,16,Class 6 - Very Polluted Water
1879,16/10/2019 10:28,59.47,2.84,1.46,2159.63,26.04,12,Class 6 - Very Polluted Water
1880,16/10/2019 10:28,59.47,2.84,1.46,2159.63,26.04,17,Class 6 - Very Polluted Water
1881,16/10/2019 10:28,73.05,2.99,1.46,2500.63,26.04,16,Class 6 - Very Polluted Water
1882,16/10/2019 10:28,73.05,2.99,1.46,2500.63,26.04,16,Class 6 - Very Polluted Water
1883,16/10/2019 10:28,66.26,3.07,1.46,2197.52,25.95,12,Class 6 - Very Polluted Water
1884,16/10/2019 10:28,66.26,3.07,1.46,2197.52,25.95,16,Class 6 - Very Polluted Water
1885,16/10/2019 10:28,56.08,2.96,1.46,2273.3,26.04,13,Class 6 - Very Polluted Water
1886,16/10/2019 10:28,56.08,2.96,1.46,2273.3,26.04,18,Class 6 - Very Polluted Water
1887,16/10/2019 10:28,61.51,2.92,1.46,2462.74,25.95,12,Class 6 - Very Polluted Water
1888,16/10/2019 10:28,61.51,2.92,1.46,2462.74,25.95,17,Class 6 - Very Polluted Water
1889,16/10/2019 10:28,66.26,2.84,1.46,2197.52,26.04,12,Class 6 - Very Polluted Water
1890,16/10/2019 10:28,66.26,2.84,1.46,2197.52,26.04,16,Class 6 - Very Polluted Water
1891,16/10/2019 10:29,56.76,2.65,1.46,2121.74,25.95,13,Class 6 - Very Polluted Water
1892,16/10/2019 10:29,56.76,2.65,1.46,2121.74,25.95,17,Class 6 - Very Polluted Water
1893,16/10/2019 10:29,76.44,2.96,1.46,2538.51,25.95,15,Class 6 - Very Polluted Water
1894,16/10/2019 10:29,76.44,2.96,1.46,2538.51,25.95,15,Class 6 - Very Polluted Water
1895,16/10/2019 10:29,66.94,2.84,1.46,2311.18,25.95,16,Class 6 - Very Polluted Water
1896,16/10/2019 10:29,66.94,2.84,1.46,2311.18,25.95,16,Class 6 - Very Polluted Water
1897,16/10/2019 10:29,58.11,2.96,1.46,2614.29,25.95,18,Class 6 - Very Polluted Water
1898,16/10/2019 10:29,58.11,2.96,1.46,2614.29,25.95,18,Class 6 - Very Polluted Water
1899,16/10/2019 10:29,55.4,2.88,1.46,2386.96,25.95,18,Class 6 - Very Polluted Water
1900,16/10/2019 10:29,55.4,2.88,1.46,2386.96,25.95,18,Class 6 - Very Polluted Water
1901,16/10/2019 10:29,64.9,2.96,1.46,2424.85,25.95,17,Class 6 - Very Polluted Water
1902,16/10/2019 10:29,64.9,2.96,1.46,2424.85,25.95,17,Class 6 - Very Polluted Water
1903,16/10/2019 10:30,71.69,2.84,1.46,2235.41,25.86,11,Class 6 - Very Polluted Water
1904,16/10/2019 10:30,71.69,2.84,1.46,2235.41,25.86,16,Class 6 - Very Polluted Water
1905,16/10/2019 10:30,62.87,2.88,1.46,2159.63,25.86,17,Class 6 - Very Polluted Water
1906,16/10/2019 10:30,62.87,2.88,1.46,2159.63,25.86,17,Class 6 - Very Polluted Water
1907,16/10/2019 10:30,57.43,2.8,1.46,2386.96,25.86,18,Class 6 - Very Polluted Water
1908,16/10/2019 10:30,57.43,2.8,1.46,2386.96,25.86,18,Class 6 - Very Polluted Water
1909,16/10/2019 10:30,54.04,2.84,1.46,2311.18,25.86,18,Class 6 - Very Polluted Water
1910,16/10/2019 10:30,54.04,2.84,1.46,2311.18,25.86,18,Class 6 - Very Polluted Water
1911,16/10/2019 10:30,63.54,2.99,1.46,2349.07,25.86,17,Class 6 - Very Polluted Water
1912,16/10/2019 10:30,63.54,2.99,1.46,2349.07,25.86,17,Class 6 - Very Polluted Water
1913,16/10/2019 10:30,58.11,2.96,1.46,2349.07,25.86,18,Class 6 - Very Polluted Water
1914,16/10/2019 10:30,58.11,2.96,1.46,2349.07,25.86,18,Class 6 - Very Polluted Water
1915,16/10/2019 10:31,73.73,2.92,1.46,2462.74,25.86,16,Class 6 - Very Polluted Water
1916,16/10/2019 10:31,73.73,2.92,1.46,2462.74,25.86,16,Class 6 - Very Polluted Water
1917,16/10/2019 10:31,61.51,2.84,1.46,2235.41,25.95,12,Class 6 - Very Polluted Water
1918,16/10/2019 10:31,61.51,2.84,1.46,2235.41,25.95,17,Class 6 - Very Polluted Water
1919,16/10/2019 10:31,55.4,2.8,1.46,2349.07,25.86,13,Class 6 - Very Polluted Water
1920,16/10/2019 10:31,55.4,2.8,1.46,2349.07,25.86,18,Class 6 - Very Polluted Water
1921,16/10/2019 10:31,71.01,2.8,1.46,2311.18,25.86,16,Class 6 - Very Polluted Water
1922,16/10/2019 10:31,71.01,2.8,1.46,2311.18,25.86,16,Class 6 - Very Polluted Water
1923,16/10/2019 10:31,58.79,2.92,1.46,2690.07,25.86,18,Class 6 - Very Polluted Water
1924,16/10/2019 10:31,58.79,2.92,1.46,2690.07,25.86,18,Class 6 - Very Polluted Water
1925,16/10/2019 10:31,62.19,2.8,1.46,2576.4,25.95,12,Class 6 - Very Polluted Water
1926,16/10/2019 10:31,62.19,2.8,1.46,2576.4,25.95,17,Class 6 - Very Polluted Water
1927,16/10/2019 10:32,51.33,2.96,1.46,2614.29,25.86,14,Class 6 - Very Polluted Water
1928,16/10/2019 10:32,51.33,2.96,1.46,2614.29,25.86,19,Class 6 - Very Polluted Water
1929,16/10/2019 10:32,63.54,2.57,1.46,3068.95,25.86,17,Class 6 - Very Polluted Water
1930,16/10/2019 10:32,63.54,2.57,1.46,3068.95,25.86,17,Class 6 - Very Polluted Water
1931,16/10/2019 10:32,62.19,2.8,1.46,2235.41,25.86,17,Class 6 - Very Polluted Water
1932,16/10/2019 10:32,62.19,2.8,1.46,2235.41,25.86,17,Class 6 - Very Polluted Water
1933,16/10/2019 10:32,57.43,2.92,1.46,2424.85,25.86,18,Class 6 - Very Polluted Water
1934,16/10/2019 10:32,57.43,2.92,1.46,2424.85,25.86,18,Class 6 - Very Polluted Water
1935,16/10/2019 10:32,73.05,2.8,1.46,2500.63,25.86,16,Class 6 - Very Polluted Water
1936,16/10/2019 10:32,73.05,2.8,1.46,2500.63,25.86,16,Class 6 - Very Polluted Water
1937,16/10/2019 10:32,64.22,2.27,1.46,2045.97,25.86,16,Class 6 - Very Polluted Water
1938,16/10/2019 10:32,64.22,2.27,1.46,2045.97,25.86,16,Class 6 - Very Polluted Water
1939,16/10/2019 10:33,56.76,2.8,1.46,2500.63,25.86,18,Class 6 - Very Polluted Water
1940,16/10/2019 10:33,56.76,2.8,1.46,2500.63,25.86,18,Class 6 - Very Polluted Water
1941,16/10/2019 10:33,60.15,2.8,1.46,2500.63,25.86,17,Class 6 - Very Polluted Water
1942,16/10/2019 10:33,60.15,2.8,1.46,2500.63,25.86,17,Class 6 - Very Polluted Water
1943,16/10/2019 10:33,59.47,2.99,1.46,2349.07,25.86,17,Class 6 - Very Polluted Water
1944,16/10/2019 10:33,59.47,2.99,1.46,2349.07,25.86,17,Class 6 - Very Polluted Water
1945,16/10/2019 10:33,60.15,2.84,1.46,2424.85,25.86,17,Class 6 - Very Polluted Water
1946,16/10/2019 10:33,60.15,2.84,1.46,2424.85,25.86,17,Class 6 - Very Polluted Water
1947,16/10/2019 10:33,61.51,2.99,1.46,2462.74,25.86,17,Class 6 - Very Polluted Water
1948,16/10/2019 10:33,61.51,2.99,1.46,2462.74,25.86,17,Class 6 - Very Polluted Water
1949,16/10/2019 10:33,74.41,2.96,1.46,2500.63,25.86,15,Class 6 - Very Polluted Water
1950,16/10/2019 10:33,74.41,2.96,1.46,2500.63,25.86,15,Class 6 - Very Polluted Water
1951,16/10/2019 10:34,70.33,2.92,1.46,2273.3,25.86,16,Class 6 - Very Polluted Water
1952,16/10/2019 10:34,70.33,2.92,1.46,2273.3,25.86,16,Class 6 - Very Polluted Water
1953,16/10/2019 10:34,55.4,3.03,1.46,2273.3,25.86,18,Class 6 - Very Polluted Water
1954,16/10/2019 10:34,55.4,3.03,1.46,2273.3,25.86,18,Class 6 - Very Polluted Water
1955,16/10/2019 10:34,62.19,2.84,1.46,2311.18,25.86,17,Class 6 - Very Polluted Water
1956,16/10/2019 10:34,62.19,2.84,1.46,2311.18,25.86,17,Class 6 - Very Polluted Water
1957,16/10/2019 10:34,64.22,2.92,1.46,2386.96,25.86,17,Class 6 - Very Polluted Water
1958,16/10/2019 10:34,64.22,2.92,1.46,2386.96,25.86,17,Class 6 - Very Polluted Water
1959,16/10/2019 10:34,66.94,2.88,1.46,2386.96,25.86,16,Class 6 - Very Polluted Water
1960,16/10/2019 10:34,66.94,2.88,1.46,2386.96,25.86,16,Class 6 - Very Polluted Water
1961,16/10/2019 10:34,53.36,2.88,1.46,2273.3,25.86,18,Class 6 - Very Polluted Water
1962,16/10/2019 10:34,53.36,2.88,1.46,2273.3,25.86,18,Class 6 - Very Polluted Water
1963,16/10/2019 10:35,57.43,2.76,1.46,2159.63,25.86,18,Class 6 - Very Polluted Water
1964,16/10/2019 10:35,57.43,2.76,1.46,2159.63,25.86,18,Class 6 - Very Polluted Water
1965,16/10/2019 10:35,66.26,2.69,1.46,2235.41,25.86,16,Class 6 - Very Polluted Water
1966,16/10/2019 10:35,66.26,2.69,1.46,2235.41,25.86,16,Class 6 - Very Polluted Water
1967,16/10/2019 10:35,73.05,2.84,1.46,2349.07,25.95,11,Class 6 - Very Polluted Water
1968,16/10/2019 10:35,73.05,2.84,1.46,2349.07,25.95,16,Class 6 - Very Polluted Water
1969,16/10/2019 10:35,73.73,3.03,1.46,2462.74,25.95,16,Class 6 - Very Polluted Water
1970,16/10/2019 10:35,73.73,3.03,1.46,2462.74,25.95,16,Class 6 - Very Polluted Water
1971,16/10/2019 10:35,56.76,3.07,1.46,2273.3,25.86,13,Class 6 - Very Polluted Water
1972,16/10/2019 10:35,56.76,3.07,1.46,2273.3,25.86,18,Class 6 - Very Polluted Water
1973,16/10/2019 10:35,56.08,2.96,1.46,2349.07,25.86,18,Class 6 - Very Polluted Water
1974,16/10/2019 10:35,56.08,2.96,1.46,2349.07,25.86,18,Class 6 - Very Polluted Water
1975,16/10/2019 10:36,62.87,2.96,1.46,2197.52,25.86,17,Class 6 - Very Polluted Water
1976,16/10/2019 10:36,62.87,2.96,1.46,2197.52,25.86,17,Class 6 - Very Polluted Water
1977,16/10/2019 10:36,54.72,2.76,1.46,2121.74,25.86,18,Class 6 - Very Polluted Water
1978,16/10/2019 10:36,54.72,2.76,1.46,2121.74,25.86,18,Class 6 - Very Polluted Water
1979,16/10/2019 10:36,68.97,3.07,1.46,2349.07,25.95,12,Class 6 - Very Polluted Water
1980,16/10/2019 10:36,68.97,3.07,1.46,2349.07,25.95,16,Class 6 - Very Polluted Water
1981,16/10/2019 10:36,70.33,2.88,1.46,2462.74,25.95,16,Class 6 - Very Polluted Water
1982,16/10/2019 10:36,70.33,2.88,1.46,2462.74,25.95,16,Class 6 - Very Polluted Water
1983,16/10/2019 10:36,60.83,2.84,1.46,2273.3,25.86,12,Class 6 - Very Polluted Water
1984,16/10/2019 10:36,60.83,2.84,1.46,2273.3,25.86,17,Class 6 - Very Polluted Water
1985,16/10/2019 10:36,54.72,3.07,1.46,2273.3,25.86,18,Class 6 - Very Polluted Water
1986,16/10/2019 10:36,54.72,3.07,1.46,2273.3,25.86,18,Class 6 - Very Polluted Water
1987,16/10/2019 10:37,56.76,2.99,1.46,2462.74,25.86,18,Class 6 - Very Polluted Water
1988,16/10/2019 10:37,56.76,2.99,1.46,2462.74,25.86,18,Class 6 - Very Polluted Water
1989,16/10/2019 10:37,74.41,2.65,1.46,2500.63,25.86,15,Class 6 - Very Polluted Water
1990,16/10/2019 10:37,74.41,2.65,1.46,2500.63,25.86,15,Class 6 - Very Polluted Water
1991,16/10/2019 10:37,68.97,2.84,1.46,2311.18,25.86,16,Class 6 - Very Polluted Water
1992,16/10/2019 10:37,68.97,2.84,1.46,2311.18,25.86,16,Class 6 - Very Polluted Water
1993,16/10/2019 10:37,75.08,2.99,1.46,2652.18,25.76,11,Class 6 - Very Polluted Water
1994,16/10/2019 10:37,75.08,2.99,1.46,2652.18,25.76,15,Class 6 - Very Polluted Water
1995,16/10/2019 10:37,60.83,2.88,1.46,2311.18,25.76,17,Class 6 - Very Polluted Water
1996,16/10/2019 10:37,60.83,2.88,1.46,2311.18,25.76,17,Class 6 - Very Polluted Water
1997,16/10/2019 10:37,65.58,2.96,1.46,2424.85,25.76,17,Class 6 - Very Polluted Water
1998,16/10/2019 10:37,65.58,2.96,1.46,2424.85,25.76,17,Class 6 - Very Polluted Water
1999,16/10/2019 10:38,71.69,2.65,1.46,2273.3,25.76,15,Class 6 - Very Polluted Water
2000,16/10/2019 10:38,71.69,2.65,1.46,2273.3,25.76,15,Class 6 - Very Polluted Water
2001,16/10/2019 10:38,56.08,2.8,1.46,2386.96,25.76,18,Class 6 - Very Polluted Water
2002,16/10/2019 10:38,56.08,2.8,1.46,2386.96,25.76,18,Class 6 - Very Polluted Water
2003,16/10/2019 10:38,68.3,2.88,1.46,2386.96,25.76,16,Class 6 - Very Polluted Water
2004,16/10/2019 10:38,68.3,2.88,1.46,2386.96,25.76,16,Class 6 - Very Polluted Water
2005,16/10/2019 10:38,70.33,2.99,1.46,2273.3,25.76,16,Class 6 - Very Polluted Water
2006,16/10/2019 10:38,70.33,2.99,1.46,2273.3,25.76,16,Class 6 - Very Polluted Water
2007,16/10/2019 10:38,57.43,2.69,1.46,2311.18,25.76,17,Class 6 - Very Polluted Water
2008,16/10/2019 10:38,57.43,2.69,1.46,2311.18,25.76,17,Class 6 - Very Polluted Water
2009,16/10/2019 10:38,55.4,2.96,1.46,2311.18,25.67,13,Class 6 - Very Polluted Water
2010,16/10/2019 10:38,55.4,2.96,1.46,2311.18,25.67,18,Class 6 - Very Polluted Water
2011,16/10/2019 10:39,56.08,2.99,1.46,2424.85,25.67,18,Class 6 - Very Polluted Water
2012,16/10/2019 10:39,56.08,2.99,1.46,2424.85,25.67,18,Class 6 - Very Polluted Water
2013,16/10/2019 10:39,71.01,2.8,1.46,2349.07,25.67,16,Class 6 - Very Polluted Water
2014,16/10/2019 10:39,71.01,2.8,1.46,2349.07,25.67,16,Class 6 - Very Polluted Water
2015,16/10/2019 10:39,55.4,2.96,1.46,2235.41,25.67,18,Class 6 - Very Polluted Water
2016,16/10/2019 10:39,55.4,2.96,1.46,2235.41,25.67,18,Class 6 - Very Polluted Water
2017,16/10/2019 10:39,67.62,2.84,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2018,16/10/2019 10:39,67.62,2.84,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2019,16/10/2019 10:39,67.62,2.96,1.46,2235.41,25.67,16,Class 6 - Very Polluted Water
2020,16/10/2019 10:39,67.62,2.96,1.46,2235.41,25.67,16,Class 6 - Very Polluted Water
2021,16/10/2019 10:39,68.97,2.8,1.46,2311.18,25.67,16,Class 6 - Very Polluted Water
2022,16/10/2019 10:39,68.97,2.8,1.46,2311.18,25.67,16,Class 6 - Very Polluted Water
2023,16/10/2019 10:40,64.22,2.84,1.46,2424.85,25.67,17,Class 6 - Very Polluted Water
2024,16/10/2019 10:40,64.22,2.84,1.46,2424.85,25.67,17,Class 6 - Very Polluted Water
2025,16/10/2019 10:40,58.79,2.8,1.46,2121.74,25.67,18,Class 6 - Very Polluted Water
2026,16/10/2019 10:40,58.79,2.8,1.46,2121.74,25.67,18,Class 6 - Very Polluted Water
2027,16/10/2019 10:40,56.08,2.8,1.46,2159.63,25.67,18,Class 6 - Very Polluted Water
2028,16/10/2019 10:40,56.08,2.8,1.46,2159.63,25.67,18,Class 6 - Very Polluted Water
2029,16/10/2019 10:40,67.62,2.96,1.46,2500.63,25.67,16,Class 6 - Very Polluted Water
2030,16/10/2019 10:40,67.62,2.96,1.46,2500.63,25.67,16,Class 6 - Very Polluted Water
2031,16/10/2019 10:40,70.33,2.96,1.46,2462.74,25.67,16,Class 6 - Very Polluted Water
2032,16/10/2019 10:40,70.33,2.96,1.46,2462.74,25.67,16,Class 6 - Very Polluted Water
2033,16/10/2019 10:40,60.15,2.84,1.46,2538.51,25.67,17,Class 6 - Very Polluted Water
2034,16/10/2019 10:40,60.15,2.84,1.46,2538.51,25.67,17,Class 6 - Very Polluted Water
2035,16/10/2019 10:41,55.4,2.84,1.46,2386.96,25.67,18,Class 6 - Very Polluted Water
2036,16/10/2019 10:41,55.4,2.84,1.46,2386.96,25.67,18,Class 6 - Very Polluted Water
2037,16/10/2019 10:41,67.62,2.8,1.46,2159.63,25.67,16,Class 6 - Very Polluted Water
2038,16/10/2019 10:41,67.62,2.8,1.46,2159.63,25.67,16,Class 6 - Very Polluted Water
2039,16/10/2019 10:41,73.05,2.99,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2040,16/10/2019 10:41,73.05,2.99,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2041,16/10/2019 10:41,54.72,2.8,1.46,2424.85,25.67,18,Class 6 - Very Polluted Water
2042,16/10/2019 10:41,54.72,2.8,1.46,2424.85,25.67,18,Class 6 - Very Polluted Water
2043,16/10/2019 10:41,67.62,2.38,1.46,2652.18,25.67,16,Class 6 - Very Polluted Water
2044,16/10/2019 10:41,67.62,2.38,1.46,2652.18,25.67,16,Class 6 - Very Polluted Water
2045,16/10/2019 10:41,70.33,2.96,1.46,2349.07,25.67,16,Class 6 - Very Polluted Water
2046,16/10/2019 10:41,70.33,2.96,1.46,2349.07,25.67,16,Class 6 - Very Polluted Water
2047,16/10/2019 10:42,61.51,2.96,1.46,2235.41,25.67,17,Class 6 - Very Polluted Water
2048,16/10/2019 10:42,61.51,2.96,1.46,2235.41,25.67,17,Class 6 - Very Polluted Water
2049,16/10/2019 10:42,60.15,2.8,1.46,2235.41,25.67,17,Class 6 - Very Polluted Water
2050,16/10/2019 10:42,60.15,2.8,1.46,2235.41,25.67,17,Class 6 - Very Polluted Water
2051,16/10/2019 10:42,69.65,2.84,1.46,2235.41,25.67,16,Class 6 - Very Polluted Water
2052,16/10/2019 10:42,69.65,2.84,1.46,2235.41,25.67,16,Class 6 - Very Polluted Water
2053,16/10/2019 10:42,55.4,2.8,1.46,2424.85,25.67,18,Class 6 - Very Polluted Water
2054,16/10/2019 10:42,55.4,2.8,1.46,2424.85,25.67,18,Class 6 - Very Polluted Water
2055,16/10/2019 10:42,73.73,2.76,1.46,2349.07,25.67,16,Class 6 - Very Polluted Water
2056,16/10/2019 10:42,73.73,2.76,1.46,2349.07,25.67,16,Class 6 - Very Polluted Water
2057,16/10/2019 10:42,54.72,2.65,1.46,2349.07,25.67,18,Class 6 - Very Polluted Water
2058,16/10/2019 10:42,54.72,2.65,1.46,2349.07,25.67,18,Class 6 - Very Polluted Water
2059,16/10/2019 10:43,62.87,2.73,1.46,2311.18,25.76,12,Class 6 - Very Polluted Water
2060,16/10/2019 10:43,62.87,2.73,1.46,2311.18,25.76,17,Class 6 - Very Polluted Water
2061,16/10/2019 10:43,68.3,2.65,1.46,2386.96,25.67,11,Class 6 - Very Polluted Water
2062,16/10/2019 10:43,68.3,2.65,1.46,2386.96,25.67,16,Class 6 - Very Polluted Water
2063,16/10/2019 10:43,62.19,2.84,1.46,2500.63,25.67,17,Class 6 - Very Polluted Water
2064,16/10/2019 10:43,62.19,2.84,1.46,2500.63,25.67,17,Class 6 - Very Polluted Water
2065,16/10/2019 10:43,58.79,2.69,1.46,2197.52,25.67,17,Class 6 - Very Polluted Water
2066,16/10/2019 10:43,58.79,2.69,1.46,2197.52,25.67,17,Class 6 - Very Polluted Water
2067,16/10/2019 10:43,54.72,2.99,1.46,2311.18,25.76,13,Class 6 - Very Polluted Water
2068,16/10/2019 10:43,54.72,2.99,1.46,2311.18,25.76,18,Class 6 - Very Polluted Water
2069,16/10/2019 10:43,53.36,2.99,1.46,2235.41,25.76,18,Class 6 - Very Polluted Water
2070,16/10/2019 10:43,53.36,2.99,1.46,2235.41,25.76,18,Class 6 - Very Polluted Water
2071,16/10/2019 10:44,54.04,2.84,1.46,2349.07,25.67,13,Class 6 - Very Polluted Water
2072,16/10/2019 10:44,54.04,2.84,1.46,2349.07,25.67,18,Class 6 - Very Polluted Water
2073,16/10/2019 10:44,73.05,2.96,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2074,16/10/2019 10:44,73.05,2.96,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2075,16/10/2019 10:44,63.54,2.84,1.46,2386.96,25.76,12,Class 6 - Very Polluted Water
2076,16/10/2019 10:44,63.54,2.84,1.46,2386.96,25.76,17,Class 6 - Very Polluted Water
2077,16/10/2019 10:44,68.3,2.84,1.46,2121.74,25.67,12,Class 6 - Very Polluted Water
2078,16/10/2019 10:44,68.3,2.84,1.46,2121.74,25.67,16,Class 6 - Very Polluted Water
2079,16/10/2019 10:44,56.76,2.88,1.46,2386.96,25.67,18,Class 6 - Very Polluted Water
2080,16/10/2019 10:44,56.76,2.88,1.46,2386.96,25.67,18,Class 6 - Very Polluted Water
2081,16/10/2019 10:44,55.4,2.84,1.46,2235.41,25.67,18,Class 6 - Very Polluted Water
2082,16/10/2019 10:44,55.4,2.84,1.46,2235.41,25.67,18,Class 6 - Very Polluted Water
2083,16/10/2019 10:45,64.22,2.88,1.46,2500.63,25.67,17,Class 6 - Very Polluted Water
2084,16/10/2019 10:45,64.22,2.88,1.46,2500.63,25.67,17,Class 6 - Very Polluted Water
2085,16/10/2019 10:45,66.94,2.88,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2086,16/10/2019 10:45,66.94,2.88,1.46,2424.85,25.67,16,Class 6 - Very Polluted Water
2087,16/10/2019 10:45,62.19,2.99,1.46,2273.3,25.67,17,Class 6 - Very Polluted Water
2088,16/10/2019 10:45,62.19,2.99,1.46,2273.3,25.67,17,Class 6 - Very Polluted Water
